,Accession,ATAC-seq,CAGE,CEBPB,CTCF,ChIA-PET,DNase-seq,EP300,EZH2,H2AFZ,H2AK5ac,H2AK9ac,H2BK120ac,H2BK12ac,H2BK15ac,H2BK20ac,H2BK5ac,H3F3A,H3K14ac,H3K18ac,H3K23ac,H3K23me2,H3K27ac,H3K27me3,H3K36me3,H3K4ac,H3K4me1,H3K4me2,H3K4me3,H3K56ac,H3K79me1,H3K79me2,H3K9ac,H3K9me1,H3K9me2,H3K9me3,H3T11ph,H4K12ac,H4K20me1,H4K5ac,H4K8ac,H4K91ac,JUND,MAX,MYC,POLR2A,POLR2AphosphoS5,RAD21,REST,RNA-seq,YY1
1730,ENCBS566UMM,,,,,,ENCSR294YEJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,ENCBS568MCE,,,,,,ENCSR318PRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,ENCBS569UYK,,,,,,ENCSR257BGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,ENCBS570AYT,,,,,,,,,,,,,,,,,,,,,,,,ENCSR496DCY,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,ENCBS570IQU,,,,,,,,,,,,,,,,,,,,,,ENCSR438SPO,,ENCSR331CRR,,ENCSR994BPD,,ENCSR100OZR,,,,ENCSR146TGM,,,ENCSR378HAM,,,,,,,,,,,,,,,
1735,ENCBS571AQH,,,,ENCSR634OAQ,,,,,ENCSR559IFS,,,,,,,,ENCSR536SZD,,,,,,,ENCSR562JTY,,ENCSR011CSR,ENCSR692HIO,ENCSR082NQB,,,ENCSR339FOO,ENCSR327OGS,,,,,,,,,,,,,,,,,,
1736,ENCBS571IQG,,,,,,ENCSR887VUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,ENCBS571IYT,,,,,,,,,,,,,,,,,,,,,,,ENCSR285UTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,ENCBS572CPY,,,,,,ENCSR136KEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,ENCBS572ESP,ENCSR668VCT,,,ENCSR102CSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR667UWT,,,,,
1740,ENCBS572YII,,,,,,ENCSR422PVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,ENCBS573VIG,,,,,,ENCSR038XTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,ENCBS573WAE,,,,,,,,,,ENCSR598UDU,,,,,,ENCSR327JOJ,,,,ENCSR473AQI,,ENCSR473PNT,ENCSR405AXO,ENCSR144RXL,,ENCSR664KWY,ENCSR126BGU,ENCSR441SAT,ENCSR036NSK,ENCSR357HAN,ENCSR575ZNE,ENCSR839PUY,,,,,,,,,,,,,,,,,,
1743,ENCBS574ILP,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR970FPM,,,,,,,,,,,,,,,,,,,,,,
1744,ENCBS574MIZ,,,,,,ENCSR510ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,ENCBS575IQJ,ENCSR600ZHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,ENCBS575MYV,,,,,,ENCSR387EYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,ENCBS575UUQ,ENCSR854ZBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,ENCBS575XLE,,,,,,ENCSR845CFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,ENCBS576QRR,,,,,,ENCSR809LCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,ENCBS577SYI,,,,,,ENCSR441MMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,ENCBS578HBL,,,,,,ENCSR246PXX,,,,,,,,,,,,,,,,ENCSR437QMD,,ENCSR269GMC,,ENCSR245QTD,,,,,,,,,ENCSR885CMN,,,,,,,,,,,,,,,
1752,ENCBS578HFO,,,,,,ENCSR000EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,ENCBS579RSJ,,,,,,ENCSR943KMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,ENCBS579UMQ,,,,,,ENCSR417LPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,ENCBS580DMI,ENCSR329XFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,ENCBS581USS,,,,,,ENCSR489NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,ENCBS581VBR,,,,,,ENCSR757NJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,ENCBS582IZP,,,,,,ENCSR474HQW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,ENCBS582MNI,,,,,,ENCSR366NBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,ENCBS582QTR,ENCSR659SFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,ENCBS582SLC,,,,,,ENCSR274SDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,ENCBS582XXP,,,,,,ENCSR137FWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,ENCBS583FBB,,,,,,ENCSR482HQE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,ENCBS583GNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR042ITN,,,,,,,,,,,,,,,,,,,,,,
1765,ENCBS583HXB,,,,,,ENCSR284GAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,ENCBS583IBT,,,,,,ENCSR672MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,ENCBS583IRY,,,,,,ENCSR724INK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,ENCBS584ALJ,,,,,,,,,,,,,,,,,,,,,,ENCSR039AHR,ENCSR992WXP,ENCSR612WDG,,ENCSR747ZAI,ENCSR256YSL,ENCSR808DPZ,,,,ENCSR506IRD,,,ENCSR939VQF,,,ENCSR266SKT,,,,,,,,,,,,
1769,ENCBS584ENC,,,,ENCSR000ALJ,,,,,ENCSR000ARL,,,,,,,,,,,,,ENCSR000ALK,ENCSR000ALL,ENCSR000ALM,,ENCSR000ALI,,ENCSR000ALO,,,ENCSR000ARM,ENCSR000ALP,ENCSR000ALQ,,ENCSR000ARN,,,ENCSR000ALR,,,,,,,,,,,,
1770,ENCBS584OEO,,,,ENCSR932XBJ,,,,,,,,,,,,,,,,,,ENCSR067BGS,ENCSR423WXD,,,,,ENCSR339TAQ,,,,,,,,,,,,,,,,,,,,,,
1771,ENCBS584TFX,ENCSR459PVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,ENCBS585ALE,,,,,,,,,,,,,,,,,,,,,,ENCSR223UPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,ENCBS585ENC,,,,ENCSR000ALJ,,,,,ENCSR000ARL,,,,,,,,,,,,,ENCSR000ALK,ENCSR000ALL,ENCSR000ALM,,ENCSR000ALI,,ENCSR000ALO,,,ENCSR000ARM,ENCSR000ALP,ENCSR000ALQ,,ENCSR000ARN,,,ENCSR000ALR,,,,,,,,,,,,
1774,ENCBS585SGJ,,,,,,ENCSR437AYW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,ENCBS585ZLO,,,,,,ENCSR106OKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,ENCBS586CPQ,,,,,,ENCSR517NHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,ENCBS586HSP,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR061UOM,,,,,,,,,ENCSR401WUV,,,,,,,,,,,,,,,
1778,ENCBS586UFT,ENCSR220ASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,ENCBS586UUR,,,,ENCSR331OGX,,,,,,,,,,,,,,,,,,ENCSR716FUH,,ENCSR855XNQ,,ENCSR064LHU,,ENCSR761WVQ,,,,,,,ENCSR658VPF,,,,,,,,,,,,,,,
1780,ENCBS586ZNR,,,,,,,,,,,,,,,,,,,,,,ENCSR875QDS,ENCSR916MHZ,ENCSR173ZMH,,ENCSR857LLS,,ENCSR263ELQ,,,,,,,ENCSR681AIW,,,,,,,,,,,,,,,
1781,ENCBS587BAO,,,,,,ENCSR224FOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,ENCBS587MGS,,,,ENCSR300WOR,,,,,,,,,,,,,,,,,,ENCSR966RWA,ENCSR190FSS,,,,,ENCSR169CRN,,,,,,,,,,,,,,,,,,,,,,
1783,ENCBS587TEK,,,,,,ENCSR935EVZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,ENCBS587ZNQ,,,,,,,,,,,,,,,,,,,,,,ENCSR499IIR,ENCSR241JLU,ENCSR449FFA,,ENCSR244MNY,,ENCSR787CAJ,,,,,,,,,,,,,,,,,,,,,,
1785,ENCBS588WMC,,,,,,ENCSR090SMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,ENCBS589ENC,,,,,,ENCSR000ELH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,ENCBS589EXJ,,,,,,ENCSR796PIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,ENCBS589FFO,,,,,,ENCSR579RVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,ENCBS589LSC,,,,,,ENCSR163BSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,ENCBS589LVU,,,,ENCSR689LFJ,,,,,,,,,,,,,,,,,,ENCSR438KQU,ENCSR916DKK,,,,,ENCSR585UDE,,,,,,,,,,,,,,,,,,,,,,
1791,ENCBS589RZO,,,,,,ENCSR009MDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,ENCBS591DIO,ENCSR084FHK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,ENCBS591ENC,,,,,,ENCSR000EPQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,ENCBS591PQX,,,,,,ENCSR663MNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,ENCBS591QDH,,,,,,ENCSR676GAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,ENCBS591UKQ,,,,,,ENCSR312INU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,ENCBS592CJF,ENCSR808HWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,ENCBS592DOF,,,,,,,,,,,,,,,,,,,,,,ENCSR842NGQ,,ENCSR688ZOS,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,ENCBS592JRF,,,,,,ENCSR946BPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,ENCBS592MTQ,,,,,,ENCSR000ELQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,ENCBS592YXK,,,,ENCSR059KXR,,,,,,,,,,,,,,,,,,ENCSR889TEU,ENCSR957YLX,,,,,ENCSR538GXY,,,,,,,,,,,,,,,,,,,,,,
1802,ENCBS593DWT,,,,,,ENCSR507XBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,ENCBS593HOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR097ORD,,,,,,,,,,,,,,,,,,
1804,ENCBS593MGA,ENCSR451JSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,ENCBS595DKG,ENCSR923VTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,ENCBS595NCI,ENCSR558ZSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,ENCBS596CTT,,,,ENCSR359LOD,,,,ENCSR218QFN,ENCSR946QFD,,,,,,,,ENCSR461HUD,,,,,ENCSR826UTD,ENCSR881TWJ,ENCSR849APH,,ENCSR566UMF,ENCSR788EQL,ENCSR275NCH,,,ENCSR695SCQ,ENCSR197QXT,,ENCSR943LZX,ENCSR339ZMJ,,,ENCSR764KFK,,,,,,,,,,,,
1808,ENCBS597CPZ,,,,,,ENCSR705GCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,ENCBS597KFJ,,,,,,ENCSR940UEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,ENCBS598DHQ,,,,,,ENCSR322BYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,ENCBS598ERL,,,,,,ENCSR506QJJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,ENCBS598ITE,,,,,,ENCSR798XLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR140DCD,
1813,ENCBS599HUG,,,,,,ENCSR679IFH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,ENCBS599JGY,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR730FLZ,,,,,,,,,,,,,,,,,,,,,,,,
1815,ENCBS599TML,,,,,,ENCSR689DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,ENCBS599YIE,,,,,,ENCSR622TWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,ENCBS600FNM,,,,,,ENCSR503RWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,ENCBS600WHD,,,,,,ENCSR321KUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,ENCBS601TRT,ENCSR102RXG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,ENCBS601VVY,,,,,,ENCSR473LSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,ENCBS601ZFR,,,,,,,,,,,,,,,,,,,,,,,ENCSR831LTX,ENCSR024DUV,,ENCSR714BDG,,ENCSR322FGP,,,,ENCSR328KRD,,,ENCSR749ANR,,,,,,,,,,,,,,,
1822,ENCBS602GFU,,,,,,ENCSR453EVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,ENCBS602TSC,,,,,,,,,,,,,,,,,,,,,,,ENCSR354IST,,,ENCSR098YIU,,,,,,,,,,,,,,,,,,,,,,,,
1824,ENCBS602VFI,,,,,,ENCSR428ZCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,ENCBS602VIR,,,,,,ENCSR346GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,ENCBS603NEV,,,,,,ENCSR339TVH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,ENCBS603PFY,ENCSR915MTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,ENCBS604DHW,,,,,,ENCSR270LZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,ENCBS604GZI,,,,,,,,,,,,,,,,,,,,,,,ENCSR479BPF,ENCSR817LUF,,,,,,,,,,,ENCSR018OGF,,,,,,,,,,,,,,,
1830,ENCBS604KZU,,,,,,ENCSR594NOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,ENCBS605OVJ,,,,,,ENCSR593OUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,ENCBS605VNU,,,,,,ENCSR139KYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,ENCBS605VPK,,,,,,ENCSR000END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,ENCBS606CVB,,,,,,,,,,,,,,,,,,,,,,ENCSR531VWS,,,,,,ENCSR720DYZ,,,,,,,,,,,,,,,,,,,,,,
1835,ENCBS606ENC,,,,ENCSR000DYB,,,,,,,,,,,,,,,,,,,,,,,,ENCSR000DXZ,,,,,,,,,,,,,,,,,,,,,,
1836,ENCBS606MDK,,,,,,ENCSR133OSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,ENCBS606XXJ,,,,,,,,,,,,,,,,,,,,,,ENCSR729GQT,ENCSR352UID,ENCSR499WAQ,,ENCSR996FWI,,ENCSR989RAL,,,,ENCSR166KLM,,,ENCSR214WRA,,,,,,,,,,,,,,,
1838,ENCBS607OCB,,,,,,,,,,,,,,,,,,,,,,ENCSR321KDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,ENCBS607RLC,,,,,,ENCSR869JYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,ENCBS608ENC,,,,,,ENCSR000EQN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,ENCBS608MZC,,,,,,,,,,,,,,,,,,,,,,ENCSR143XNJ,ENCSR952BJX,ENCSR079NLY,,ENCSR706KWR,,ENCSR731QXN,,,,,,,ENCSR153AXQ,,,,,,,,,,,,,,,
1842,ENCBS608WCQ,ENCSR437OOJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,ENCBS608XVZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR269OVV,,,,,,,,,,,,,,,,,,,,,,
1844,ENCBS609AIH,,,,,,,,,,,,,,,,,,,,,,ENCSR131DVD,ENCSR891YFI,ENCSR121CWP,,ENCSR450JTP,,ENCSR882CQE,,,,,,,ENCSR460TQV,,,,,,,,,,,,,,,
1845,ENCBS609ENC,,,,,,,,,,,,,,,,,,,,,,,ENCSR000DWM,,,,,ENCSR000DWL,,,,,,,,,,,,,,,,,,,,,,
1846,ENCBS609WRC,,,,,,ENCSR944GPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,ENCBS609WYV,,,,,,ENCSR266NDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,ENCBS610MSM,,,,,,ENCSR000ELT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,ENCBS610XAP,,,,,,ENCSR184DFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,ENCBS611JZO,,,,,,ENCSR903SKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,ENCBS611KHQ,,,,,,ENCSR234VLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,ENCBS611ZBY,,,,,,ENCSR622CAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,ENCBS611ZZU,,,,,,ENCSR847RSJ,,,,,,,,,,,,,,,,,,ENCSR100YTJ,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,ENCBS612PAQ,ENCSR587TRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,ENCBS612XXS,,,,,,ENCSR251UPG,,,,,,,,,,,,,,,,ENCSR822ZIG,ENCSR417IEJ,ENCSR621EXD,,ENCSR367HVD,,ENCSR813CFB,,,,,,,ENCSR624YTO,,,,,,,,,,,,,,,
1856,ENCBS613RZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR000DTU,,,,,,,,,,,,,,,,,,,,,,
1857,ENCBS614ENC,,,,,,ENCSR000EKV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,ENCBS614QHK,,,,,,,,,,,,,,,,,,,,,,ENCSR804MAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,ENCBS615IJU,,,,,,,,,,,,,,,,,,,,,,,ENCSR000DQG,ENCSR000DQF,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,ENCBS615MBV,,,,ENCSR611JJS,,,,ENCSR179SAO,,,,,,,,,,,,,,ENCSR714TJD,ENCSR747BYL,ENCSR581PUR,,ENCSR521IZK,,ENCSR435FGK,,,,,,,ENCSR988EGR,,,,,,,,,,,,,,,
1861,ENCBS616ENC,,,,,,ENCSR000EPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,ENCBS616QKE,,,,,,ENCSR017OZH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,ENCBS617FGB,,,,ENCSR298ZPF,,,,,,,,,,,,,,,,,,ENCSR316LNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,ENCBS617RCN,,,,ENCSR000APM,,,,ENCSR000ASE,,,,,,,,,,,,,,ENCSR000APN,ENCSR000APO,ENCSR000APP,,ENCSR000ARV,ENCSR000APQ,,,,ENCSR000ARW,ENCSR000APS,,,ENCSR000ARX,,,ENCSR000ARJ,,,,,,,,,,,,
1865,ENCBS617RTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR269OVV,,,,,,,,,,,,,,,,,,,,,,
1866,ENCBS618VRU,,,,,,,,,,,,,,,,,,,,,,,ENCSR997YTW,ENCSR869WSC,,ENCSR386JEL,,ENCSR780FXX,,,,,,,ENCSR146KXZ,,,,,,,,,,,,,,,
1867,ENCBS619ACH,,,,,,ENCSR579DBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,ENCBS619ADC,,,,,,ENCSR377CRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,ENCBS619PSH,ENCSR939EVW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,ENCBS619TAO,,,,,,ENCSR627NIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,ENCBS619VEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR668LDD,,,,,,,,,,,,,,,,,,,,,,
1872,ENCBS619VKQ,,,,,,ENCSR705CNJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,ENCBS619YXY,,,,ENCSR230ORT,,,,,,,,,,,,,,,,,,ENCSR763IDK,,ENCSR499FXI,,ENCSR642CSX,,ENCSR748RBT,,,,,,,ENCSR133QBG,,,,,,,,,,,,,,,
1874,ENCBS620HRS,,,,,,ENCSR396EWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,ENCBS620MUO,,,,,,ENCSR682PKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,ENCBS620YJZ,,,,,,ENCSR254AGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,ENCBS621PCO,,,,,,ENCSR805EGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,ENCBS622CIZ,,,,,,,,,ENCSR928UVY,,,,,,,,,,,,,,ENCSR688OUZ,ENCSR486ZKB,,ENCSR814TSD,,ENCSR314WYC,,,,,,,ENCSR000GGX,,,,,,,,,,,,,,,
1879,ENCBS622GQP,,,,,,ENCSR232NLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,ENCBS622NKJ,ENCSR821QHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,ENCBS622VRD,,,,,,ENCSR284VNJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,ENCBS623HHL,ENCSR174SUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,ENCBS623YDK,ENCSR685OFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,ENCBS623YHX,,,,,,ENCSR594OWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,ENCBS623ZUJ,,,,,,ENCSR623PVB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,ENCBS624PSN,,,,,,ENCSR014FPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,ENCBS625RHF,,,,,,ENCSR277ZHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,ENCBS626BQK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENCSR395USV,,,,,,,,,,,,,,,
1889,ENCBS626CAG,,,,,,ENCSR593LTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,ENCBS626EOQ,,,,,,ENCSR729DRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,ENCBS626MGZ,,,,,,ENCSR670VQZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,ENCBS626UQL,,,,ENCSR265ARE,,,,,,,,,,,,,,,,,,ENCSR597ULV,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,ENCBS627BFF,,,,,,,,,,,,,,,,,,,,,,,ENCSR444TQQ,ENCSR127MFA,,ENCSR453XEY,,ENCSR130PLZ,,,,,,,ENCSR741FTW,,,,,,,,,,,,,,,
1894,ENCBS627LRI,,,,,,ENCSR121ZSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,ENCBS627ZSV,,,,,,ENCSR129HDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
